puzzleID, algorithm, difficulty, timeElapsed, guessCount
85, 0 - with algorithms, 1, 155.241000, 48
86, 0 - with algorithms, 1, 184.466000, 50
87, 0 - with algorithms, 1, 163.046000, 51
88, 0 - with algorithms, 1, 165.641000, 51
89, 0 - with algorithms, 1, 159.790000, 49
90, 0 - with algorithms, 1, 155.472000, 46
91, 0 - with algorithms, 1, 148.950000, 45
92, 0 - with algorithms, 1, 160.642000, 50
93, 0 - with algorithms, 1, 156.163000, 46
94, 0 - with algorithms, 1, 155.001000, 48
95, 0 - with algorithms, 1, 157.556000, 48
96, 0 - with algorithms, 1, 166.543000, 52
97, 0 - with algorithms, 1, 155.472000, 48
98, 0 - with algorithms, 1, 154.800000, 48
99, 0 - with algorithms, 1, 153.227000, 46
100, 0 - with algorithms, 1, 170.009000, 50
101, 0 - with algorithms, 1, 167.544000, 52
102, 0 - with algorithms, 1, 158.678000, 47
103, 0 - with algorithms, 1, 157.345000, 48
104, 0 - with algorithms, 1, 159.910000, 49
105, 0 - with algorithms, 1, 161.643000, 50
106, 0 - with algorithms, 1, 149.671000, 45
107, 0 - with algorithms, 1, 152.055000, 45
108, 0 - with algorithms, 1, 154.500000, 47
109, 0 - with algorithms, 1, 154.991000, 48
110, 0 - with algorithms, 1, 171.903000, 53
111, 0 - with algorithms, 1, 152.295000, 47
112, 0 - with algorithms, 1, 157.125000, 49
113, 0 - with algorithms, 1, 158.879000, 48
114, 0 - with algorithms, 1, 259.297000, 50
115, 0 - with algorithms, 1, 157.035000, 49
116, 0 - with algorithms, 1, 163.056000, 51
117, 0 - with algorithms, 1, 156.724000, 47
118, 0 - with algorithms, 1, 153.538000, 47
119, 0 - with algorithms, 1, 154.090000, 47
120, 0 - with algorithms, 1, 170.590000, 47
121, 0 - with algorithms, 1, 158.868000, 49
122, 0 - with algorithms, 1, 166.342000, 52
123, 0 - with algorithms, 1, 160.060000, 49
124, 0 - with algorithms, 1, 252.003000, 50
125, 0 - with algorithms, 1, 152.566000, 47
126, 0 - with algorithms, 1, 165.651000, 48
127, 0 - with algorithms, 1, 154.199000, 46
128, 0 - with algorithms, 1, 159.630000, 50
129, 0 - with algorithms, 1, 157.696000, 49
130, 0 - with algorithms, 1, 154.640000, 47
131, 0 - with algorithms, 1, 156.093000, 48
132, 0 - with algorithms, 1, 163.296000, 49
133, 0 - with algorithms, 1, 389.000000, 49
134, 0 - with algorithms, 1, 214.783000, 46
135, 0 - with algorithms, 1, 221.005000, 48
136, 0 - with algorithms, 1, 229.551000, 50
137, 0 - with algorithms, 1, 228.288000, 50
138, 0 - with algorithms, 1, 219.231000, 45
139, 0 - with algorithms, 1, 229.350000, 50
140, 0 - with algorithms, 1, 230.773000, 50
141, 0 - with algorithms, 1, 235.683000, 52
142, 0 - with algorithms, 1, 225.714000, 50
143, 0 - with algorithms, 1, 225.853000, 48
144, 0 - with algorithms, 1, 216.897000, 47
145, 0 - with algorithms, 1, 215.725000, 46
146, 0 - with algorithms, 1, 221.306000, 48
147, 0 - with algorithms, 1, 211.888000, 45
148, 0 - with algorithms, 1, 232.356000, 51
149, 0 - with algorithms, 1, 218.110000, 47
150, 0 - with algorithms, 1, 225.764000, 49
151, 0 - with algorithms, 1, 292.449000, 50
152, 0 - with algorithms, 1, 211.106000, 45
153, 0 - with algorithms, 1, 229.921000, 50
154, 0 - with algorithms, 1, 212.839000, 46
155, 0 - with algorithms, 1, 244.750000, 53
156, 0 - with algorithms, 1, 211.487000, 46
157, 0 - with algorithms, 1, 215.855000, 47
158, 0 - with algorithms, 1, 222.387000, 49
159, 0 - with algorithms, 1, 222.407000, 48
160, 0 - with algorithms, 1, 222.748000, 48
161, 0 - with algorithms, 1, 216.847000, 47
162, 0 - with algorithms, 1, 221.326000, 47
163, 0 - with algorithms, 1, 219.922000, 48
164, 0 - with algorithms, 1, 238.708000, 53
165, 0 - with algorithms, 1, 217.258000, 47
166, 0 - with algorithms, 1, 230.503000, 50
167, 0 - with algorithms, 1, 211.397000, 45
168, 0 - with algorithms, 1, 305.192000, 53
169, 0 - with algorithms, 1, 235.302000, 52
170, 0 - with algorithms, 1, 229.010000, 50
171, 0 - with algorithms, 1, 230.092000, 51
172, 0 - with algorithms, 1, 232.056000, 50
173, 0 - with algorithms, 1, 227.748000, 47
174, 0 - with algorithms, 1, 230.433000, 51
175, 0 - with algorithms, 1, 224.381000, 49
176, 0 - with algorithms, 1, 215.485000, 47
177, 0 - with algorithms, 1, 289.052000, 48
178, 0 - with algorithms, 1, 232.326000, 51
179, 0 - with algorithms, 1, 233.738000, 51
180, 0 - with algorithms, 1, 227.056000, 50
181, 0 - with algorithms, 1, 211.477000, 45
182, 0 - with algorithms, 1, 276.859000, 48
183, 0 - with algorithms, 1, 235.973000, 52
184, 0 - with algorithms, 1, 238.357000, 52
185, 0 - with algorithms, 1, 219.773000, 48
186, 0 - with algorithms, 1, 215.565000, 47
187, 0 - with algorithms, 1, 240.741000, 53
188, 0 - with algorithms, 1, 227.908000, 50
189, 0 - with algorithms, 1, 228.730000, 49
190, 0 - with algorithms, 1, 225.544000, 49
191, 0 - with algorithms, 1, 243.076000, 52
192, 0 - with algorithms, 1, 230.553000, 51
193, 0 - with algorithms, 1, 222.768000, 49
194, 0 - with algorithms, 1, 223.469000, 48
195, 0 - with algorithms, 1, 217.618000, 48
196, 0 - with algorithms, 1, 228.870000, 48
197, 0 - with algorithms, 1, 218.831000, 47
198, 0 - with algorithms, 1, 225.132000, 49
199, 0 - with algorithms, 1, 220.554000, 48
200, 0 - with algorithms, 1, 228.158000, 50
201, 0 - with algorithms, 1, 233.429000, 51
202, 0 - with algorithms, 1, 228.609000, 50
203, 0 - with algorithms, 1, 233.979000, 52
204, 0 - with algorithms, 1, 171.001000, 51
205, 0 - with algorithms, 1, 158.067000, 49
206, 0 - with algorithms, 1, 267.312000, 52
207, 0 - with algorithms, 1, 163.577000, 49
208, 0 - with algorithms, 1, 171.292000, 53
209, 0 - with algorithms, 1, 156.023000, 48
210, 0 - with algorithms, 1, 167.915000, 51
211, 0 - with algorithms, 1, 161.924000, 50
212, 0 - with algorithms, 1, 159.299000, 48
213, 0 - with algorithms, 1, 157.466000, 46
214, 0 - with algorithms, 1, 153.057000, 47
215, 0 - with algorithms, 1, 148.399000, 45
216, 0 - with algorithms, 1, 161.353000, 49
217, 0 - with algorithms, 1, 163.517000, 48
218, 0 - with algorithms, 1, 159.099000, 49
219, 0 - with algorithms, 1, 309.150000, 52
220, 0 - with algorithms, 1, 167.124000, 51
221, 0 - with algorithms, 1, 174.959000, 50
222, 0 - with algorithms, 1, 165.140000, 51
223, 0 - with algorithms, 1, 145.012000, 42
224, 0 - with algorithms, 1, 155.302000, 48
225, 0 - with algorithms, 1, 162.555000, 50
226, 0 - with algorithms, 1, 157.526000, 48
227, 0 - with algorithms, 1, 166.242000, 50
228, 0 - with algorithms, 1, 164.438000, 49
229, 0 - with algorithms, 1, 155.642000, 48
230, 0 - with algorithms, 1, 164.649000, 49
231, 0 - with algorithms, 1, 163.627000, 51
232, 0 - with algorithms, 1, 163.778000, 51
233, 0 - with algorithms, 1, 160.191000, 50
234, 0 - with algorithms, 1, 172.694000, 51
235, 0 - with algorithms, 1, 158.498000, 48
236, 0 - with algorithms, 1, 159.479000, 49
237, 0 - with algorithms, 1, 274.225000, 49
238, 0 - with algorithms, 1, 161.804000, 50
239, 0 - with algorithms, 1, 166.933000, 52
240, 0 - with algorithms, 1, 291.007000, 53
241, 0 - with algorithms, 1, 160.321000, 49
242, 0 - with algorithms, 1, 170.109000, 53
243, 0 - with algorithms, 1, 162.736000, 49
244, 0 - with algorithms, 1, 166.312000, 51
245, 0 - with algorithms, 1, 160.341000, 49
246, 0 - with algorithms, 1, 164.088000, 50
247, 0 - with algorithms, 1, 259.557000, 49
248, 0 - with algorithms, 1, 164.178000, 51
249, 0 - with algorithms, 1, 160.080000, 49
250, 0 - with algorithms, 1, 164.279000, 51
251, 0 - with algorithms, 1, 151.394000, 43
252, 0 - with algorithms, 1, 153.297000, 46
253, 0 - with algorithms, 1, 166.843000, 49
254, 0 - with algorithms, 1, 161.133000, 50
255, 0 - with algorithms, 1, 159.078000, 49
256, 0 - with algorithms, 1, 158.448000, 49
257, 0 - with algorithms, 1, 162.956000, 49
258, 0 - with algorithms, 1, 163.477000, 48
259, 0 - with algorithms, 1, 158.909000, 48
260, 0 - with algorithms, 1, 162.695000, 49
261, 0 - with algorithms, 1, 163.637000, 51
262, 0 - with algorithms, 1, 158.567000, 49
263, 0 - with algorithms, 1, 159.570000, 48
264, 0 - with algorithms, 1, 165.050000, 49
265, 0 - with algorithms, 1, 155.572000, 48
266, 0 - with algorithms, 1, 147.627000, 44
267, 0 - with algorithms, 1, 168.185000, 51
268, 0 - with algorithms, 1, 151.074000, 46
269, 0 - with algorithms, 1, 158.648000, 48
270, 0 - with algorithms, 1, 159.059000, 46
271, 0 - with algorithms, 1, 258.225000, 50
272, 0 - with algorithms, 1, 151.184000, 46
273, 0 - with algorithms, 1, 207.519000, 50
274, 0 - with algorithms, 1, 150.642000, 46
275, 0 - with algorithms, 1, 209.633000, 48
276, 0 - with algorithms, 1, 157.265000, 48
277, 0 - with algorithms, 1, 159.058000, 48
278, 0 - with algorithms, 1, 250.220000, 48
279, 0 - with algorithms, 1, 162.185000, 50
280, 0 - with algorithms, 1, 263.094000, 53
281, 0 - with algorithms, 1, 156.895000, 47
282, 0 - with algorithms, 1, 163.417000, 51
283, 0 - with algorithms, 1, 154.861000, 47
284, 0 - with algorithms, 1, 156.043000, 48
285, 0 - with algorithms, 1, 161.743000, 50
286, 0 - with algorithms, 1, 170.110000, 49
287, 0 - with algorithms, 1, 150.713000, 45
288, 0 - with algorithms, 1, 163.847000, 50
289, 0 - with algorithms, 1, 207.840000, 51
290, 0 - with algorithms, 1, 162.775000, 50
291, 0 - with algorithms, 1, 165.350000, 51
292, 0 - with algorithms, 1, 166.442000, 48
293, 0 - with algorithms, 1, 170.710000, 51
294, 0 - with algorithms, 1, 158.338000, 48
295, 0 - with algorithms, 1, 156.914000, 48
296, 0 - with algorithms, 1, 162.485000, 49
297, 0 - with algorithms, 1, 217.959000, 47
298, 0 - with algorithms, 1, 245.691000, 52
299, 0 - with algorithms, 1, 157.425000, 48
300, 0 - with algorithms, 1, 153.388000, 47
301, 0 - with algorithms, 1, 159.108000, 49
302, 0 - with algorithms, 1, 158.497000, 48
303, 0 - with algorithms, 1, 162.715000, 49
304, 0 - with algorithms, 1, 166.833000, 50
305, 0 - with algorithms, 1, 161.844000, 49
306, 0 - with algorithms, 1, 156.233000, 48
307, 0 - with algorithms, 1, 160.471000, 49
308, 0 - with algorithms, 1, 156.083000, 48
309, 0 - with algorithms, 1, 173.817000, 50
310, 0 - with algorithms, 1, 163.927000, 48
311, 0 - with algorithms, 1, 160.781000, 48
312, 0 - with algorithms, 1, 160.701000, 46
313, 0 - with algorithms, 1, 210.725000, 48
314, 0 - with algorithms, 1, 164.388000, 49
315, 0 - with algorithms, 1, 169.879000, 53
316, 0 - with algorithms, 1, 158.017000, 47
317, 0 - with algorithms, 1, 168.547000, 51
318, 0 - with algorithms, 1, 172.113000, 52
319, 0 - with algorithms, 1, 189.416000, 48
320, 0 - with algorithms, 1, 152.075000, 47
321, 0 - with algorithms, 1, 166.573000, 52
322, 0 - with algorithms, 1, 167.154000, 50
323, 0 - with algorithms, 1, 147.998000, 44
324, 0 - with algorithms, 1, 159.329000, 49
325, 0 - with algorithms, 1, 150.723000, 46
326, 0 - with algorithms, 1, 878.428000, 48
327, 0 - with algorithms, 1, 217.268000, 46
328, 0 - with algorithms, 1, 232.787000, 51
329, 0 - with algorithms, 1, 233.489000, 48
330, 0 - with algorithms, 1, 305.934000, 49
331, 0 - with algorithms, 1, 241.904000, 51
332, 0 - with algorithms, 1, 233.247000, 51
333, 0 - with algorithms, 1, 236.904000, 51
334, 0 - with algorithms, 1, 216.987000, 46
335, 0 - with algorithms, 1, 220.103000, 47
336, 0 - with algorithms, 1, 229.140000, 50
337, 0 - with algorithms, 1, 236.354000, 52
338, 0 - with algorithms, 1, 234.891000, 52
339, 0 - with algorithms, 1, 207.970000, 45
340, 0 - with algorithms, 1, 222.016000, 49
341, 0 - with algorithms, 1, 194.946000, 46
342, 0 - with algorithms, 1, 185.939000, 52
343, 0 - with algorithms, 1, 149.451000, 45
344, 0 - with algorithms, 1, 160.281000, 49
345, 0 - with algorithms, 1, 157.646000, 48
346, 0 - with algorithms, 1, 168.617000, 51
347, 0 - with algorithms, 1, 156.884000, 48
348, 0 - with algorithms, 1, 155.742000, 46
349, 0 - with algorithms, 1, 169.107000, 49
350, 0 - with algorithms, 1, 154.770000, 47
351, 0 - with algorithms, 1, 174.508000, 50
352, 0 - with algorithms, 1, 156.023000, 47
353, 0 - with algorithms, 1, 154.049000, 46
354, 0 - with algorithms, 1, 168.065000, 51
355, 0 - with algorithms, 1, 157.956000, 48
356, 0 - with algorithms, 1, 159.379000, 47
357, 0 - with algorithms, 1, 160.761000, 48
358, 0 - with algorithms, 1, 163.537000, 46
359, 0 - with algorithms, 1, 158.778000, 48
360, 0 - with algorithms, 1, 155.031000, 47
361, 0 - with algorithms, 1, 161.063000, 46
362, 0 - with algorithms, 1, 169.017000, 52
363, 0 - with algorithms, 1, 158.478000, 47
364, 0 - with algorithms, 1, 175.078000, 50
365, 0 - with algorithms, 1, 175.690000, 53
366, 0 - with algorithms, 1, 165.641000, 50
367, 0 - with algorithms, 1, 171.302000, 52
368, 0 - with algorithms, 1, 168.417000, 49
369, 0 - with algorithms, 1, 153.708000, 45
370, 0 - with algorithms, 1, 163.667000, 49
371, 0 - with algorithms, 1, 215.003000, 45
372, 0 - with algorithms, 1, 157.796000, 46
373, 0 - with algorithms, 1, 164.179000, 49
374, 0 - with algorithms, 1, 163.968000, 49
375, 0 - with algorithms, 1, 163.267000, 49
376, 0 - with algorithms, 1, 157.706000, 47
377, 0 - with algorithms, 1, 214.653000, 50
378, 0 - with algorithms, 1, 221.045000, 53
379, 0 - with algorithms, 1, 166.703000, 50
380, 0 - with algorithms, 1, 205.396000, 49
381, 0 - with algorithms, 1, 145.523000, 42
382, 0 - with algorithms, 1, 159.069000, 47
383, 0 - with algorithms, 1, 162.846000, 48
384, 0 - with algorithms, 1, 145.593000, 41
385, 0 - with algorithms, 1, 352.311000, 51
386, 0 - with algorithms, 1, 166.092000, 49
387, 0 - with algorithms, 1, 165.230000, 48
388, 0 - with algorithms, 1, 172.554000, 52
389, 0 - with algorithms, 1, 158.488000, 47
390, 0 - with algorithms, 1, 178.004000, 52
391, 0 - with algorithms, 1, 169.939000, 48
392, 0 - with algorithms, 1, 293.391000, 50
393, 0 - with algorithms, 1, 170.631000, 49
394, 0 - with algorithms, 1, 162.234000, 48
395, 0 - with algorithms, 1, 167.764000, 50
396, 0 - with algorithms, 1, 159.840000, 47
397, 0 - with algorithms, 1, 178.915000, 50
398, 0 - with algorithms, 1, 215.454000, 50
399, 0 - with algorithms, 1, 165.200000, 49
400, 0 - with algorithms, 1, 170.610000, 51
401, 0 - with algorithms, 1, 163.667000, 48
402, 0 - with algorithms, 1, 164.629000, 49
403, 0 - with algorithms, 1, 217.278000, 44
404, 0 - with algorithms, 1, 213.851000, 46
405, 0 - with algorithms, 1, 244.940000, 48
406, 0 - with algorithms, 1, 306.906000, 51
407, 0 - with algorithms, 1, 165.671000, 47
408, 0 - with algorithms, 1, 165.130000, 47
409, 0 - with algorithms, 1, 155.011000, 45
410, 0 - with algorithms, 1, 162.305000, 47
411, 0 - with algorithms, 1, 179.767000, 53
412, 0 - with algorithms, 1, 171.602000, 51
413, 0 - with algorithms, 1, 159.129000, 45
414, 0 - with algorithms, 1, 173.025000, 49
415, 0 - with algorithms, 1, 261.361000, 52
416, 0 - with algorithms, 1, 167.374000, 49
417, 0 - with algorithms, 1, 174.658000, 51
418, 0 - with algorithms, 1, 170.981000, 47
419, 0 - with algorithms, 1, 337.874000, 47
420, 0 - with algorithms, 1, 169.067000, 48
421, 0 - with algorithms, 1, 167.023000, 49
422, 0 - with algorithms, 1, 164.289000, 48
423, 0 - with algorithms, 1, 167.154000, 46
424, 0 - with algorithms, 1, 170.160000, 49
425, 0 - with algorithms, 1, 176.942000, 48
426, 0 - with algorithms, 1, 162.125000, 47
427, 0 - with algorithms, 1, 161.974000, 47
428, 0 - with algorithms, 1, 174.638000, 51
429, 0 - with algorithms, 1, 189.646000, 52
430, 0 - with algorithms, 1, 174.097000, 51
431, 0 - with algorithms, 1, 169.067000, 49
432, 0 - with algorithms, 1, 165.321000, 47
433, 0 - with algorithms, 1, 175.569000, 51
434, 0 - with algorithms, 1, 177.653000, 51
435, 0 - with algorithms, 1, 182.151000, 51
436, 0 - with algorithms, 1, 165.691000, 48
437, 0 - with algorithms, 1, 177.052000, 51
438, 0 - with algorithms, 1, 178.615000, 50
439, 0 - with algorithms, 1, 185.839000, 53
440, 0 - with algorithms, 1, 170.350000, 47
441, 0 - with algorithms, 1, 184.687000, 50
442, 0 - with algorithms, 1, 168.706000, 49
443, 0 - with algorithms, 1, 339.157000, 50
444, 0 - with algorithms, 1, 170.069000, 49
445, 0 - with algorithms, 1, 164.799000, 47
446, 0 - with algorithms, 1, 186.059000, 50
447, 0 - with algorithms, 1, 177.664000, 49
448, 0 - with algorithms, 1, 174.838000, 50
449, 0 - with algorithms, 1, 163.878000, 47
450, 0 - with algorithms, 1, 181.931000, 51
451, 0 - with algorithms, 1, 178.976000, 52
452, 0 - with algorithms, 1, 238.116000, 52
453, 0 - with algorithms, 1, 179.136000, 50
454, 0 - with algorithms, 1, 175.339000, 51
455, 0 - with algorithms, 1, 173.536000, 50
456, 0 - with algorithms, 1, 174.768000, 50
457, 0 - with algorithms, 1, 175.058000, 51
458, 0 - with algorithms, 1, 174.357000, 51
459, 0 - with algorithms, 1, 165.651000, 47
460, 0 - with algorithms, 1, 171.592000, 50
461, 0 - with algorithms, 1, 160.882000, 46
462, 0 - with algorithms, 1, 171.432000, 50
463, 0 - with algorithms, 1, 159.139000, 44
464, 0 - with algorithms, 1, 163.997000, 47
465, 0 - with algorithms, 1, 159.159000, 45
466, 0 - with algorithms, 1, 169.238000, 48
467, 0 - with algorithms, 1, 171.632000, 50
468, 0 - with algorithms, 1, 178.204000, 52
469, 0 - with algorithms, 1, 174.568000, 49
470, 0 - with algorithms, 1, 175.910000, 51
471, 0 - with algorithms, 1, 177.032000, 50
472, 0 - with algorithms, 1, 165.110000, 47
473, 0 - with algorithms, 1, 173.276000, 50
474, 0 - with algorithms, 1, 171.291000, 46
475, 0 - with algorithms, 1, 181.841000, 47
476, 0 - with algorithms, 1, 175.329000, 47
477, 0 - with algorithms, 1, 160.652000, 45
478, 0 - with algorithms, 1, 161.233000, 46
479, 0 - with algorithms, 1, 167.264000, 48
480, 0 - with algorithms, 1, 165.701000, 47
481, 0 - with algorithms, 1, 172.103000, 50
482, 0 - with algorithms, 1, 171.231000, 49
483, 0 - with algorithms, 1, 166.242000, 47
484, 0 - with algorithms, 1, 266.821000, 51
485, 0 - with algorithms, 1, 178.985000, 51
486, 0 - with algorithms, 1, 170.359000, 49
487, 0 - with algorithms, 1, 286.779000, 52
488, 0 - with algorithms, 1, 183.264000, 49
489, 0 - with algorithms, 1, 164.198000, 47
490, 0 - with algorithms, 1, 161.934000, 44
491, 0 - with algorithms, 1, 173.566000, 47
492, 0 - with algorithms, 1, 177.844000, 51
493, 0 - with algorithms, 1, 169.367000, 48
494, 0 - with algorithms, 1, 282.871000, 51
495, 0 - with algorithms, 1, 167.144000, 46
496, 0 - with algorithms, 1, 181.020000, 49
497, 0 - with algorithms, 1, 169.588000, 45
498, 0 - with algorithms, 1, 176.582000, 51
499, 0 - with algorithms, 1, 176.611000, 51
500, 0 - with algorithms, 1, 174.959000, 49
501, 0 - with algorithms, 1, 168.516000, 48
502, 0 - with algorithms, 1, 181.521000, 48
503, 0 - with algorithms, 1, 169.378000, 47
504, 0 - with algorithms, 1, 170.099000, 48
505, 0 - with algorithms, 1, 161.003000, 46
506, 0 - with algorithms, 1, 176.822000, 51
507, 0 - with algorithms, 1, 181.180000, 52
508, 0 - with algorithms, 1, 181.070000, 51
509, 0 - with algorithms, 1, 183.505000, 51
510, 0 - with algorithms, 1, 174.026000, 50
511, 0 - with algorithms, 1, 172.453000, 49
512, 0 - with algorithms, 1, 170.009000, 48
513, 0 - with algorithms, 1, 303.800000, 52
514, 0 - with algorithms, 1, 195.277000, 54
515, 0 - with algorithms, 1, 170.760000, 49
516, 0 - with algorithms, 1, 166.783000, 47
517, 0 - with algorithms, 1, 173.406000, 50
518, 0 - with algorithms, 1, 349.255000, 53
519, 0 - with algorithms, 1, 187.221000, 51
520, 0 - with algorithms, 1, 166.402000, 47
521, 0 - with algorithms, 1, 168.777000, 48
522, 0 - with algorithms, 1, 179.116000, 52
523, 0 - with algorithms, 1, 175.229000, 50
524, 0 - with algorithms, 1, 170.710000, 49
525, 0 - with algorithms, 1, 183.644000, 49
526, 0 - with algorithms, 1, 179.657000, 47
527, 0 - with algorithms, 1, 182.623000, 46
528, 0 - with algorithms, 1, 171.922000, 46
529, 0 - with algorithms, 1, 166.713000, 47
530, 0 - with algorithms, 1, 164.108000, 47
531, 0 - with algorithms, 1, 179.557000, 47
532, 0 - with algorithms, 1, 178.254000, 51
533, 0 - with algorithms, 1, 284.093000, 48
534, 0 - with algorithms, 1, 165.861000, 47
535, 0 - with algorithms, 1, 167.795000, 47
536, 0 - with algorithms, 1, 157.095000, 43
537, 0 - with algorithms, 1, 182.202000, 47
538, 0 - with algorithms, 1, 178.114000, 51
539, 0 - with algorithms, 1, 173.225000, 49
540, 0 - with algorithms, 1, 176.341000, 49
541, 0 - with algorithms, 1, 178.465000, 51
542, 0 - with algorithms, 1, 165.470000, 45
543, 0 - with algorithms, 1, 173.616000, 45
544, 0 - with algorithms, 1, 169.438000, 48
545, 0 - with algorithms, 1, 174.868000, 50
546, 0 - with algorithms, 1, 176.261000, 49
547, 0 - with algorithms, 1, 179.807000, 50
548, 0 - with algorithms, 1, 171.602000, 48
549, 0 - with algorithms, 1, 352.712000, 52
550, 0 - with algorithms, 1, 179.878000, 51
551, 0 - with algorithms, 1, 163.607000, 46
552, 0 - with algorithms, 1, 175.279000, 49
553, 0 - with algorithms, 1, 172.123000, 49
554, 0 - with algorithms, 1, 176.782000, 49
555, 0 - with algorithms, 1, 190.948000, 52
556, 0 - with algorithms, 1, 181.310000, 52
557, 0 - with algorithms, 1, 163.637000, 46
558, 0 - with algorithms, 1, 179.647000, 52
559, 0 - with algorithms, 1, 1340.025000, 113
560, 0 - with algorithms, 1, 185.618000, 50
561, 0 - with algorithms, 1, 163.387000, 45
562, 0 - with algorithms, 1, 167.745000, 47
563, 0 - with algorithms, 1, 185.358000, 49
564, 0 - with algorithms, 1, 183.003000, 52
565, 0 - with algorithms, 1, 179.417000, 51
566, 0 - with algorithms, 1, 187.201000, 54
567, 0 - with algorithms, 1, 172.253000, 48
568, 0 - with algorithms, 1, 182.333000, 52
569, 0 - with algorithms, 1, 184.366000, 50
570, 0 - with algorithms, 1, 180.018000, 51
571, 0 - with algorithms, 1, 177.283000, 51
572, 0 - with algorithms, 1, 167.845000, 47
573, 0 - with algorithms, 1, 165.150000, 47
574, 0 - with algorithms, 1, 187.151000, 53
575, 0 - with algorithms, 1, 175.480000, 48
576, 0 - with algorithms, 1, 193.333000, 50
577, 0 - with algorithms, 1, 193.924000, 49
578, 0 - with algorithms, 1, 173.836000, 50
579, 0 - with algorithms, 1, 172.103000, 49
